type,element_id,metadata,text
Title,7964f80b568e85e67060fac84a51786e,"{'filename': 'combined_sentences_p1_output.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Online Master of Science in Computer Science (OMSCS) Spring 2023
